"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit","sgst"
4766,"CA-2015-118227","2015-04-24","2015-04-28","Standard Class","DB-13270","OFF-AR-10001044","25.99",1,"0","7.5371","0"
4767,"CA-2015-123155","2015-03-09","2015-03-12","First Class","NS-18640","TEC-AC-10002473","113.52",5,"0.2","29.799","0"
4768,"CA-2015-123155","2015-03-09","2015-03-12","First Class","NS-18640","TEC-PH-10001809","359.88",3,"0.2","22.4925","0"
4769,"CA-2017-158883","2017-06-02","2017-06-03","Same Day","CS-11860","OFF-PA-10004733","25.344",4,"0.2","9.1872","0"
4770,"US-2016-114888","2016-09-19","2016-09-24","Second Class","CC-12430","OFF-BI-10003355","11.952",3,"0.2","4.1832","0"
4771,"US-2016-114888","2016-09-19","2016-09-24","Second Class","CC-12430","OFF-SU-10001212","6.24",3,"0","1.872","0"
4772,"US-2014-167262","2014-10-31","2014-11-03","Second Class","AC-10450","TEC-PH-10000486","742.336",8,"0.2","83.5128","0"
4773,"CA-2017-119746","2017-11-23","2017-11-27","Standard Class","CM-12385","FUR-FU-10004909","6.464",1,"0.6","-4.04","0"
4774,"CA-2017-119746","2017-11-23","2017-11-27","Standard Class","CM-12385","OFF-LA-10001613","11.52",5,"0.2","4.176","0"
4775,"CA-2017-119746","2017-11-23","2017-11-27","Standard Class","CM-12385","TEC-PH-10004447","222.384",2,"0.2","16.6788","0"
4776,"CA-2017-108091","2017-11-16","2017-11-21","Standard Class","EK-13795","OFF-AR-10000255","23.36",4,"0","6.0736","0"
4777,"CA-2016-101630","2016-02-19","2016-02-23","Second Class","CK-12760","OFF-LA-10004425","8.67",3,"0","4.0749","0"
4778,"CA-2016-101630","2016-02-19","2016-02-23","Second Class","CK-12760","OFF-SU-10001664","25.71",3,"0","6.6846","0"
4779,"CA-2017-132346","2017-11-07","2017-11-11","Standard Class","PK-19075","OFF-AP-10000696","100.94",7,"0","33.3102","0"
4780,"CA-2014-150301","2014-07-08","2014-07-10","First Class","MH-18025","FUR-CH-10002647","63.882",1,"0.1","10.647","0"
4781,"CA-2014-159310","2014-11-07","2014-11-12","Standard Class","SC-20725","FUR-CH-10002758","683.144",4,"0.3","0","0"
4782,"CA-2014-159310","2014-11-07","2014-11-12","Standard Class","SC-20725","OFF-BI-10000201","1.476",3,"0.8","-2.214","0"
4783,"CA-2014-159310","2014-11-07","2014-11-12","Standard Class","SC-20725","OFF-SU-10004115","40.712",7,"0.2","3.5623","0"
4784,"US-2017-147984","2017-01-28","2017-02-01","Standard Class","GB-14575","OFF-PA-10000806","279.9",5,"0","137.151","0"
4785,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-AR-10001473","13.12",5,"0.2","1.148","0"
4786,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-BO-10003450","69.576",4,"0.7","-143.7904","0"
4787,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-AR-10001545","4.224",3,"0.2","0.4752","0"
4788,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","TEC-AC-10004396","58.08",4,"0.2","-6.534","0"
4789,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-FU-10002456","52.416",9,"0.2","15.0696","0"
4790,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-FU-10001473","54.92",5,"0.2","10.984","0"
4791,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","FUR-TA-10000849","364.95",5,"0.5","-248.166","0"
4792,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-PA-10001166","85.056",3,"0.2","28.7064","0"
4793,"CA-2015-104346","2015-12-11","2015-12-16","Standard Class","IM-15070","OFF-PA-10003256","27.696",3,"0.2","9.6936","0"
4794,"US-2015-141684","2015-06-29","2015-07-04","Standard Class","MM-18055","OFF-PA-10002870","24.96",4,"0","11.232","0"
4795,"CA-2015-144722","2015-03-16","2015-03-23","Standard Class","MF-18250","FUR-FU-10001215","43.13",1,"0","18.1146","0"
4796,"CA-2015-120516","2015-08-13","2015-08-17","Standard Class","CK-12595","OFF-BI-10004187","5.64",3,"0","2.7072","0"
4797,"US-2016-148901","2016-05-14","2016-05-19","Standard Class","MK-17905","OFF-BI-10001718","57.582",3,"0.7","-44.1462","0"
4798,"US-2016-148901","2016-05-14","2016-05-19","Standard Class","MK-17905","OFF-PA-10004983","31.104",6,"0.2","10.8864","0"
4799,"US-2016-148901","2016-05-14","2016-05-19","Standard Class","MK-17905","FUR-FU-10002396","30.192",3,"0.2","8.3028","0"
4800,"US-2016-148901","2016-05-14","2016-05-19","Standard Class","MK-17905","TEC-PH-10003988","43.6",5,"0.2","4.36","0"
4801,"US-2016-148901","2016-05-14","2016-05-19","Standard Class","MK-17905","OFF-AR-10002467","4.768",2,"0.2","0.4172","0"
4802,"US-2016-148901","2016-05-14","2016-05-19","Standard Class","MK-17905","OFF-BI-10004002","10.38",2,"0.7","-7.612","0"
4803,"US-2016-148901","2016-05-14","2016-05-19","Standard Class","MK-17905","OFF-BI-10002309","13.392",8,"0.7","-9.8208","0"
4804,"CA-2017-136364","2017-07-13","2017-07-17","Second Class","MH-17455","TEC-PH-10003885","39.594",1,"0.4","-7.2589","0"
4805,"CA-2017-136364","2017-07-13","2017-07-17","Second Class","MH-17455","FUR-FU-10002501","91.008",9,"0.2","19.3392","0"
4806,"CA-2015-137708","2015-11-22","2015-11-25","Second Class","NG-18430","OFF-PA-10000176","37.94",2,"0","18.2112","0"
4807,"CA-2015-137708","2015-11-22","2015-11-25","Second Class","NG-18430","OFF-PA-10000327","42.8",10,"0","19.26","0"
4808,"CA-2015-137708","2015-11-22","2015-11-25","Second Class","NG-18430","OFF-ST-10004634","33.63",3,"0","10.089","0"
4809,"CA-2014-149055","2014-11-23","2014-11-28","Standard Class","PB-19210","OFF-EN-10003040","62.808",3,"0.2","21.1977","0"
4810,"CA-2015-151589","2015-12-27","2015-12-30","First Class","RE-19450","OFF-PA-10003228","195.64",4,"0","91.9508","0"
4811,"CA-2015-151589","2015-12-27","2015-12-30","First Class","RE-19450","TEC-PH-10004345","239.9",2,"0","71.97","0"
4812,"CA-2016-121370","2016-11-14","2016-11-19","Second Class","EB-14110","FUR-CH-10000785","380.058",3,"0.3","-21.7176","0"
4813,"CA-2016-121370","2016-11-14","2016-11-19","Second Class","EB-14110","TEC-CO-10004115","1199.976",4,"0.4","179.9964","0"
4814,"CA-2016-121370","2016-11-14","2016-11-19","Second Class","EB-14110","FUR-FU-10002813","48.576",3,"0.2","9.7152","0"
4815,"CA-2016-111696","2016-05-08","2016-05-10","First Class","TB-21625","OFF-PA-10002751","17.94",3,"0","8.073","0"
4816,"CA-2014-139598","2014-12-26","2014-12-31","Standard Class","MG-17695","OFF-PA-10004569","18.264",3,"0.2","6.1641","0"
4817,"CA-2014-139598","2014-12-26","2014-12-31","Standard Class","MG-17695","OFF-AP-10002998","34.656",2,"0.2","5.6316","0"
4818,"CA-2014-139598","2014-12-26","2014-12-31","Standard Class","MG-17695","OFF-AP-10003287","81.552",2,"0.2","8.1552","0"
4819,"CA-2014-139598","2014-12-26","2014-12-31","Standard Class","MG-17695","OFF-ST-10001370","227.136",4,"0.2","-42.588","0"
4820,"CA-2017-117436","2017-06-08","2017-06-14","Standard Class","LW-17125","OFF-BI-10004040","10.36",2,"0","5.0764","0"
4821,"CA-2015-140025","2015-04-07","2015-04-11","Standard Class","PF-19120","OFF-AP-10002651","463.248",8,"0.8","-1181.2824","0"
4822,"CA-2015-140025","2015-04-07","2015-04-11","Standard Class","PF-19120","TEC-AC-10002402","383.952",6,"0.2","47.994","0"
4823,"CA-2016-134222","2016-07-10","2016-07-11","Same Day","NZ-18565","OFF-BI-10001658","44.856",6,"0.7","-35.8848","0"
4824,"CA-2016-140018","2016-11-21","2016-11-26","Standard Class","CK-12205","TEC-MA-10000752","30.345",7,"0.7","-24.276","0"
4825,"CA-2016-140018","2016-11-21","2016-11-26","Standard Class","CK-12205","FUR-CH-10003817","127.554",3,"0.3","-9.111","0"
4826,"CA-2016-140018","2016-11-21","2016-11-26","Standard Class","CK-12205","FUR-FU-10001876","77.952",3,"0.2","15.5904","0"
4827,"US-2017-136707","2017-11-12","2017-11-15","First Class","JE-15610","OFF-BI-10003460","14.016",4,"0.2","4.9056","0"
4828,"CA-2014-152562","2014-11-01","2014-11-08","Standard Class","JO-15145","OFF-ST-10000464","69.52",2,"0","19.4656","0"
4829,"CA-2014-152562","2014-11-01","2014-11-08","Standard Class","JO-15145","OFF-AR-10001919","5.64",3,"0","1.6356","0"
4830,"CA-2016-152408","2016-05-15","2016-05-21","Standard Class","TT-21220","OFF-BI-10002393","13.776",3,"0.2","4.4772","0"
4831,"CA-2014-120278","2014-11-07","2014-11-12","Standard Class","MS-17365","OFF-AP-10001293","245.88",6,"0","68.8464","0"
4832,"CA-2014-120278","2014-11-07","2014-11-12","Standard Class","MS-17365","OFF-ST-10004258","36.63",3,"0","9.8901","0"
4833,"CA-2014-120278","2014-11-07","2014-11-12","Standard Class","MS-17365","OFF-ST-10002214","22.58",2,"0","5.8708","0"
4834,"CA-2014-120278","2014-11-07","2014-11-12","Standard Class","MS-17365","OFF-BI-10004970","12.39",3,"0","5.8233","0"
4835,"CA-2017-167661","2017-10-05","2017-10-10","Standard Class","MP-18175","OFF-BI-10002571","39.92",5,"0.2","13.473","0"
4836,"CA-2017-167661","2017-10-05","2017-10-10","Standard Class","MP-18175","OFF-PA-10002581","61.96",2,"0","27.882","0"
4837,"CA-2017-167661","2017-10-05","2017-10-10","Standard Class","MP-18175","OFF-BI-10001097","19.936",4,"0.2","7.2268","0"
4838,"CA-2017-106831","2017-06-01","2017-06-03","First Class","FH-14350","OFF-BI-10003429","3.798",2,"0.7","-2.6586","0"
4839,"CA-2017-106831","2017-06-01","2017-06-03","First Class","FH-14350","OFF-PA-10000682","27.744",6,"0.2","10.0572","0"
4840,"CA-2017-106831","2017-06-01","2017-06-03","First Class","FH-14350","TEC-PH-10001700","158.376",4,"0.4","-34.3148","0"
4841,"CA-2017-154123","2017-11-20","2017-11-25","Standard Class","SC-20050","FUR-FU-10000629","27.58",2,"0","11.5836","0"
4842,"CA-2016-136049","2016-12-23","2016-12-28","Standard Class","NM-18520","OFF-BI-10001267","5.553",3,"0.7","-4.0722","0"
4843,"CA-2017-118402","2017-09-29","2017-10-04","Standard Class","JO-15280","OFF-ST-10001418","243.92",5,"0.2","-54.882","0"
4844,"US-2016-139388","2016-11-07","2016-11-09","First Class","CC-12475","OFF-FA-10004968","14.96",4,"0","0.2992","0"
4845,"US-2014-128685","2014-04-04","2014-04-05","First Class","MZ-17515","OFF-BI-10004140","7.184",2,"0.2","2.245","0"
4846,"CA-2015-124044","2015-07-23","2015-07-26","Second Class","MS-17830","OFF-BI-10003460","10.512",3,"0.2","3.6792","0"
4847,"CA-2014-164469","2014-06-25","2014-06-27","Second Class","GK-14620","TEC-PH-10002115","263.96",5,"0.2","19.797","0"
4848,"CA-2014-164469","2014-06-25","2014-06-27","Second Class","GK-14620","OFF-AR-10003478","71.632",11,"0.2","17.908","0"
4849,"CA-2014-164469","2014-06-25","2014-06-27","Second Class","GK-14620","OFF-AR-10000475","9.328",1,"0.2","0.8162","0"
4850,"CA-2014-107818","2014-09-08","2014-09-14","Standard Class","MC-17275","OFF-AR-10003045","5.88",2,"0","2.646","0"
4851,"CA-2014-107818","2014-09-08","2014-09-14","Standard Class","MC-17275","FUR-CH-10000454","975.92",5,"0.2","121.99","0"
4852,"CA-2014-107818","2014-09-08","2014-09-14","Standard Class","MC-17275","OFF-AR-10000380","303.84",8,"0","91.152","0"
4853,"CA-2014-107818","2014-09-08","2014-09-14","Standard Class","MC-17275","OFF-ST-10000736","485.88",6,"0","19.4352","0"
4854,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","FUR-FU-10004270","12.54",3,"0","4.5144","0"
4855,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","OFF-ST-10000617","8.94",3,"0","0.6258","0"
4856,"CA-2014-113320","2014-12-12","2014-12-15","Second Class","LH-17155","FUR-FU-10001706","9.24",3,"0","4.4352","0"
4857,"CA-2015-137526","2015-01-13","2015-01-17","Standard Class","PB-19150","OFF-BI-10003364","70.008",3,"0.2","24.5028","0"
4858,"CA-2015-137526","2015-01-13","2015-01-17","Standard Class","PB-19150","FUR-FU-10001861","77.6",4,"0","38.024","0"
4859,"CA-2015-137526","2015-01-13","2015-01-17","Standard Class","PB-19150","FUR-FU-10004845","464.85",9,"0","92.97","0"
4860,"CA-2017-136063","2017-12-15","2017-12-19","Standard Class","SS-20140","OFF-AR-10000823","10.192",7,"0.2","1.0192","0"
4861,"CA-2016-101546","2016-12-18","2016-12-24","Standard Class","GK-14620","OFF-BI-10001359","1793.98",2,"0","843.1706","0"
4862,"CA-2014-138940","2014-04-11","2014-04-16","Second Class","GM-14455","TEC-PH-10001835","758.352",6,"0.2","265.4232","0"
4863,"CA-2016-125164","2016-11-10","2016-11-14","Standard Class","SH-19975","OFF-BI-10001191","20.368",1,"0.2","7.3834","0"
4864,"CA-2016-125164","2016-11-10","2016-11-14","Standard Class","SH-19975","OFF-BI-10003982","49.848",3,"0.2","16.8237","0"
4865,"CA-2017-163531","2017-06-26","2017-06-30","Standard Class","SC-20725","TEC-PH-10001425","239.97",3,"0","67.1916","0"
4866,"CA-2017-122490","2017-11-13","2017-11-18","Standard Class","TT-21070","FUR-CH-10001215","2404.704",6,"0.2","150.294","0"
4867,"CA-2017-122490","2017-11-13","2017-11-18","Standard Class","TT-21070","OFF-BI-10001718","563.024",11,"0.2","190.0206","0"
4868,"CA-2017-122490","2017-11-13","2017-11-18","Standard Class","TT-21070","OFF-ST-10000991","344.91",3,"0","10.3473","0"
4869,"CA-2017-122490","2017-11-13","2017-11-18","Standard Class","TT-21070","OFF-LA-10001613","8.64",3,"0","4.2336","0"
4870,"CA-2017-131366","2017-11-24","2017-11-29","Standard Class","SC-20440","TEC-PH-10003437","89.988",2,"0.4","-14.998","0"
4871,"CA-2017-131366","2017-11-24","2017-11-29","Standard Class","SC-20440","OFF-PA-10000675","229.544",7,"0.2","83.2097","0"
4872,"CA-2017-164042","2017-05-23","2017-05-27","Standard Class","KL-16645","OFF-FA-10000840","1.824",2,"0.2","0.6156","0"
4873,"CA-2017-164042","2017-05-23","2017-05-27","Standard Class","KL-16645","OFF-AP-10001947","18.32",5,"0.8","-46.716","0"
4874,"CA-2017-164042","2017-05-23","2017-05-27","Standard Class","KL-16645","OFF-ST-10002301","48.816",3,"0.2","-11.5938","0"
4875,"CA-2017-164042","2017-05-23","2017-05-27","Standard Class","KL-16645","OFF-BI-10001922","1.188",1,"0.8","-1.9602","0"
4876,"CA-2014-132864","2014-12-02","2014-12-07","Standard Class","KN-16390","TEC-AC-10001267","119.8",5,"0.2","29.95","0"
4877,"US-2014-155817","2014-10-03","2014-10-09","Standard Class","SL-20155","OFF-ST-10000532","61.568",2,"0.2","4.6176","0"
4878,"US-2014-155817","2014-10-03","2014-10-09","Standard Class","SL-20155","OFF-AR-10002335","6.192",3,"0.2","0.4644","0"
4879,"US-2016-131891","2016-07-29","2016-07-31","First Class","PW-19240","OFF-BI-10000201","2.214",3,"0.7","-1.476","0"
4880,"CA-2017-143567","2017-11-02","2017-11-05","Second Class","TB-21175","OFF-EN-10004846","5.32",2,"0","2.6068","0"
4881,"CA-2017-143567","2017-11-02","2017-11-05","Second Class","TB-21175","FUR-CH-10000454","975.92",4,"0","292.776","0"
4882,"CA-2017-143567","2017-11-02","2017-11-05","Second Class","TB-21175","TEC-AC-10004145","2249.91",9,"0","517.4793","0"
4883,"CA-2017-143567","2017-11-02","2017-11-05","Second Class","TB-21175","OFF-ST-10001580","59.92",4,"0","16.7776","0"
4884,"CA-2017-104080","2017-03-08","2017-03-15","Standard Class","AH-10210","OFF-BI-10003876","171.2",5,"0.2","64.2","0"
4885,"CA-2017-104080","2017-03-08","2017-03-15","Standard Class","AH-10210","OFF-AR-10001972","3.36",2,"0","0.8736","0"
4886,"CA-2014-151379","2014-12-16","2014-12-20","Standard Class","SC-20695","OFF-PA-10000595","114.2",5,"0","52.532","0"
4887,"CA-2016-163167","2016-11-28","2016-12-01","Second Class","RF-19345","FUR-CH-10004477","182.67",3,"0","52.9743","0"
4888,"CA-2016-163167","2016-11-28","2016-12-01","Second Class","RF-19345","TEC-AC-10003441","101.7",6,"0","6.102","0"
4889,"CA-2016-163167","2016-11-28","2016-12-01","Second Class","RF-19345","OFF-ST-10004459","1126.02",3,"0","56.301","0"
4890,"CA-2016-163167","2016-11-28","2016-12-01","Second Class","RF-19345","OFF-ST-10003805","1263.3",6,"0","315.825","0"
4891,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-AR-10001246","8.82",3,"0","2.5578","0"
4892,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-PA-10001295","37.94",2,"0","18.2112","0"
4893,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-AR-10001231","4.2",2,"0","1.176","0"
4894,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-ST-10002743","227.28",2,"0","2.2728","0"
4895,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-PA-10004327","47.9",1,"0","22.992","0"
4896,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-EN-10004773","61.96",2,"0","30.3604","0"
4897,"CA-2016-135776","2016-12-23","2016-12-30","Standard Class","EH-13765","OFF-ST-10003470","1117.92",4,"0","55.896","0"
4898,"US-2014-122021","2014-10-15","2014-10-17","First Class","AC-10660","FUR-CH-10003761","183.372",2,"0.3","-7.8588","0"
4899,"US-2014-122021","2014-10-15","2014-10-17","First Class","AC-10660","OFF-PA-10002230","7.968",2,"0.2","2.8884","0"
4900,"CA-2016-130484","2016-08-22","2016-08-27","Standard Class","SG-20470","OFF-BI-10000088","26.352",8,"0.7","-18.4464","0"
4901,"CA-2017-120936","2017-12-17","2017-12-21","Standard Class","CA-12310","OFF-ST-10001526","481.32",4,"0","125.1432","0"
4902,"CA-2017-120936","2017-12-17","2017-12-21","Standard Class","CA-12310","OFF-SU-10002557","13.98",1,"0","3.6348","0"
4903,"CA-2017-110884","2017-03-07","2017-03-12","Standard Class","SH-20395","OFF-BI-10003669","25.92",6,"0.2","9.072","0"
4904,"CA-2017-110884","2017-03-07","2017-03-12","Standard Class","SH-20395","OFF-LA-10003510","91.59",3,"0","42.1314","0"
4905,"US-2014-161613","2014-12-01","2014-12-03","Second Class","MC-17605","FUR-CH-10003746","674.058",3,"0.3","-19.2588","0"
4906,"US-2014-146353","2014-10-14","2014-10-16","Second Class","JE-15610","OFF-BI-10003476","22.92",4,"0","11.0016","0"
4907,"US-2014-146353","2014-10-14","2014-10-16","Second Class","JE-15610","OFF-ST-10001469","269.9",5,"0","16.194","0"
4908,"CA-2014-133809","2014-11-18","2014-11-23","Second Class","MS-17530","OFF-BI-10001757","11.808",8,"0.7","-8.6592","0"
4909,"CA-2014-133809","2014-11-18","2014-11-23","Second Class","MS-17530","TEC-PH-10004875","9.588",2,"0.4","-2.0774","0"
4910,"CA-2017-127306","2017-01-14","2017-01-18","Standard Class","BH-11710","OFF-EN-10001219","18.336",3,"0.2","6.6468","0"
4911,"CA-2017-127306","2017-01-14","2017-01-18","Standard Class","BH-11710","OFF-PA-10000019","36.288",7,"0.2","12.7008","0"
4912,"CA-2017-127306","2017-01-14","2017-01-18","Standard Class","BH-11710","TEC-PH-10001924","111.984",2,"0.2","6.999","0"
4913,"CA-2017-127306","2017-01-14","2017-01-18","Standard Class","BH-11710","OFF-BI-10002003","5.97",5,"0.7","-4.577","0"
4914,"CA-2017-127306","2017-01-14","2017-01-18","Standard Class","BH-11710","OFF-BI-10003727","2.508",2,"0.7","-1.8392","0"
4915,"CA-2015-161830","2015-09-24","2015-09-26","Second Class","ME-17725","OFF-AR-10004042","35.96",2,"0","10.4284","0"
4916,"CA-2015-161830","2015-09-24","2015-09-26","Second Class","ME-17725","OFF-BI-10001097","14.952",3,"0.2","5.4201","0"
4917,"CA-2017-163125","2017-10-09","2017-10-11","Second Class","MB-17305","OFF-AR-10004344","67.144",7,"0.2","5.8751","0"
4918,"CA-2017-163125","2017-10-09","2017-10-11","Second Class","MB-17305","FUR-CH-10001802","254.058",3,"0.3","-32.6646","0"
4919,"CA-2016-160304","2016-01-02","2016-01-07","Standard Class","BM-11575","FUR-BO-10004709","173.94",3,"0","38.2668","0"
4920,"CA-2016-160304","2016-01-02","2016-01-07","Standard Class","BM-11575","TEC-PH-10000455","231.98",2,"0","67.2742","0"
4921,"CA-2017-101728","2017-08-19","2017-08-23","Standard Class","SC-20575","OFF-BI-10002393","2.296",2,"0.8","-3.9032","0"
4922,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","OFF-PA-10004381","96.08",2,"0","46.1184","0"
4923,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","OFF-FA-10003059","3.62",2,"0","1.1946","0"
4924,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","OFF-PA-10000994","629.1",6,"0","301.968","0"
4925,"CA-2017-114055","2017-12-25","2017-12-29","Second Class","MH-18115","TEC-PH-10002890","90.48",2,"0","23.5248","0"
4926,"CA-2017-126438","2017-09-10","2017-09-13","First Class","AR-10345","OFF-AR-10003338","14.88",2,"0","3.72","0"
4927,"CA-2017-117653","2017-10-19","2017-10-23","Standard Class","MO-17500","FUR-TA-10003008","91.275",1,"0.5","-67.5435","0"
4928,"CA-2017-143245","2017-12-01","2017-12-06","Standard Class","AD-10180","OFF-PA-10001972","19.44",3,"0","9.3312","0"
4929,"CA-2017-143245","2017-12-01","2017-12-06","Standard Class","AD-10180","FUR-CH-10000155","897.15",3,"0","251.202","0"
4930,"US-2014-138828","2014-09-02","2014-09-03","First Class","KD-16345","OFF-AR-10000658","57.75",5,"0","16.17","0"
4931,"US-2014-138828","2014-09-02","2014-09-03","First Class","KD-16345","OFF-PA-10000349","14.94",3,"0","7.0218","0"
4932,"CA-2017-143651","2017-03-25","2017-03-30","Standard Class","FM-14215","OFF-AR-10001446","23.1",2,"0","6.93","0"
4933,"CA-2015-106978","2015-09-28","2015-10-04","Standard Class","ZC-21910","OFF-EN-10004483","12.536",1,"0.2","4.2309","0"
4934,"CA-2015-106978","2015-09-28","2015-10-04","Standard Class","ZC-21910","OFF-BI-10002012","1.08",2,"0.7","-0.792","0"
4935,"CA-2015-106978","2015-09-28","2015-10-04","Standard Class","ZC-21910","OFF-FA-10003021","4.512",3,"0.2","0.846","0"
4936,"CA-2015-155124","2015-03-15","2015-03-21","Standard Class","KS-16300","TEC-PH-10003356","16.776",3,"0.2","1.6776","0"
4937,"CA-2017-150931","2017-01-06","2017-01-13","Standard Class","DP-13390","OFF-BI-10004728","33.74",7,"0","15.5204","0"
4938,"CA-2014-157147","2014-01-13","2014-01-18","Standard Class","BD-11605","OFF-ST-10000078","1325.85",5,"0","238.653","0"
4939,"CA-2014-157147","2014-01-13","2014-01-18","Standard Class","BD-11605","FUR-BO-10003034","333.999",3,"0.15","3.9294","0"
4940,"CA-2014-157147","2014-01-13","2014-01-18","Standard Class","BD-11605","OFF-AR-10003514","19.9",5,"0","6.567","0"
4941,"CA-2015-156482","2015-02-06","2015-02-13","Standard Class","IL-15100","FUR-CH-10001708","1268.82",9,"0","266.4522","0"
4942,"CA-2015-156482","2015-02-06","2015-02-13","Standard Class","IL-15100","FUR-BO-10002598","283.92",4,"0","82.3368","0"
4943,"CA-2015-156482","2015-02-06","2015-02-13","Standard Class","IL-15100","OFF-AR-10001022","5.68",2,"0","1.7608","0"
4944,"CA-2017-106782","2017-12-21","2017-12-27","Standard Class","LP-17095","OFF-ST-10004459","375.34",1,"0","18.767","0"
4945,"CA-2016-151372","2016-09-05","2016-09-06","First Class","JH-15985","OFF-PA-10004381","96.08",2,"0","46.1184","0"
4946,"CA-2016-151372","2016-09-05","2016-09-06","First Class","JH-15985","OFF-BI-10000050","11.68",2,"0.2","3.942","0"
4947,"CA-2016-151372","2016-09-05","2016-09-06","First Class","JH-15985","OFF-FA-10000304","4.36",2,"0","1.7876","0"
4948,"CA-2014-102085","2014-10-04","2014-10-09","Standard Class","JD-16015","OFF-LA-10002475","29.24",4,"0","13.7428","0"
4949,"CA-2017-107125","2017-11-27","2017-12-02","Standard Class","BD-11320","OFF-BI-10001989","117.488",7,"0.2","41.1208","0"
4950,"CA-2017-107125","2017-11-27","2017-12-02","Standard Class","BD-11320","FUR-FU-10000732","18.84",3,"0","6.0288","0"
4951,"CA-2016-125815","2016-10-28","2016-11-01","Second Class","DL-13330","OFF-AR-10004441","12.42",3,"0","5.2164","0"
4952,"CA-2015-144190","2015-06-09","2015-06-13","Standard Class","NC-18415","OFF-PA-10000304","12.96",2,"0","6.2208","0"
4953,"CA-2017-117926","2017-12-08","2017-12-12","Second Class","AS-10225","OFF-AP-10002670","69.48",1,"0","20.844","0"
4954,"CA-2015-153906","2015-03-16","2015-03-20","Standard Class","MS-17980","TEC-PH-10001527","85.9",2,"0","2.577","0"
4955,"CA-2014-160262","2014-06-09","2014-06-13","Second Class","TS-21205","OFF-AR-10002335","18.06",7,"0","4.6956","0"
4956,"CA-2014-160262","2014-06-09","2014-06-13","Second Class","TS-21205","OFF-PA-10003641","79.14",3,"0","36.4044","0"
4957,"CA-2014-160262","2014-06-09","2014-06-13","Second Class","TS-21205","FUR-FU-10002685","37.4",2,"0","14.212","0"
4958,"CA-2015-127607","2015-03-20","2015-03-26","Standard Class","JK-15730","OFF-BI-10001308","2.512",2,"0.8","-4.396","0"
4959,"CA-2015-127607","2015-03-20","2015-03-26","Standard Class","JK-15730","OFF-FA-10003485","18.864",9,"0.2","6.1308","0"
4960,"CA-2016-166226","2016-11-18","2016-11-22","Standard Class","TC-21535","TEC-PH-10003357","61.192",1,"0.2","6.1192","0"
4961,"CA-2016-166226","2016-11-18","2016-11-22","Standard Class","TC-21535","OFF-AP-10002867","67.84",1,"0","18.3168","0"
4962,"CA-2014-156587","2014-03-07","2014-03-08","First Class","AB-10015","FUR-CH-10004477","48.712",1,"0.2","5.4801","0"
4963,"CA-2014-156587","2014-03-07","2014-03-08","First Class","AB-10015","OFF-AR-10001427","17.94",3,"0","4.6644","0"
4964,"CA-2014-156587","2014-03-07","2014-03-08","First Class","AB-10015","OFF-ST-10002344","242.94",3,"0","4.8588","0"
4965,"CA-2016-141180","2016-05-15","2016-05-19","Second Class","DP-13000","OFF-BI-10000301","7.764",4,"0.7","-5.176","0"
4966,"CA-2015-109708","2015-05-25","2015-05-28","Second Class","CY-12745","TEC-PH-10001944","467.04",4,"0.2","58.38","0"
4967,"CA-2015-122406","2015-08-02","2015-08-05","Second Class","BE-11455","TEC-PH-10001527","128.85",3,"0","3.8655","0"
4968,"CA-2015-122406","2015-08-02","2015-08-05","Second Class","BE-11455","OFF-PA-10001307","8.4",2,"0","4.116","0"
4969,"CA-2015-122406","2015-08-02","2015-08-05","Second Class","BE-11455","TEC-AC-10004571","199.98",2,"0","83.9916","0"
4970,"CA-2015-122406","2015-08-02","2015-08-05","Second Class","BE-11455","FUR-CH-10001973","110.98",1,"0","15.5372","0"
4971,"US-2016-153815","2016-11-06","2016-11-09","First Class","KL-16555","FUR-CH-10000513","207.984",2,"0.2","-28.5978","0"
4972,"US-2016-153815","2016-11-06","2016-11-09","First Class","KL-16555","OFF-PA-10002421","36.112",2,"0.2","12.6392","0"
